date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:49:29	10206/10206	---M--	200	added ('OK')	text/javascript	etag:%2227de-6314519683306%22	https://www.kalamacademy.org/digital-marketing-course-in-ranchi/ash_script_dm.js	D:/college-project/kalamClone/www.kalamacademy.org/digital-marketing-course-in-ranchi/ash_script_dm.js	(from https://www.kalamacademy.org/digital-marketing-course-in-ranchi/)
23:49:30	37671/37671	---M--	200	added ('OK')	text/css	etag:%229327-623928ef46e19%22	https://www.kalamacademy.org/business/index.css	D:/college-project/kalamClone/www.kalamacademy.org/business/index.css	(from https://www.kalamacademy.org/business/)
23:49:31	48035/48035	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2002%20Aug%202025%2018:19:29%20GMT	https://www.kalamacademy.org/newAssests/img/placeholder.jpg	D:/college-project/kalamClone/www.kalamacademy.org/newAssests/img/placeholder.jpg	(from https://www.kalamacademy.org/business/)
23:49:31	1904/1904	---M--	200	added ('OK')	image/webp	etag:%22770-623929252f9c0%22	https://www.kalamacademy.org/newAssests/img/kalam_buisness_heroback.webp	D:/college-project/kalamClone/www.kalamacademy.org/newAssests/img/kalam_buisness_heroback.webp	(from https://www.kalamacademy.org/business/)
23:49:31	3887/3887	---M--	200	added ('OK')	text/javascript	etag:%22f2f-623928ee2d25f%22	https://www.kalamacademy.org/business/index.js	D:/college-project/kalamClone/www.kalamacademy.org/business/index.js	(from https://www.kalamacademy.org/business/)
23:49:31	9279/9279	---M--	200	added ('OK')	text/javascript	etag:%22243f-630eec14335fa%22	https://www.kalamacademy.org/Assests/script/ash_script.js	D:/college-project/kalamClone/www.kalamacademy.org/Assests/script/ash_script.js	(from https://www.kalamacademy.org/business/)
23:49:32	41385/41385	---M--	200	added ('OK')	image/jpeg	etag:%22a1a9-5d456cdc18956%22	https://www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-1-500x313.jpg	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-1-500x313.jpg	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:33	73000/73000	---M--	200	added ('OK')	text/css	etag:%2211d28-612ce26e6f150%22	https://www.kalamacademy.org/wp-content/themes/hestia/assets/bootstrap/css/bootstrap.min.css?ver=1.0.2	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/themes/hestia/assets/bootstrap/css/bootstrap.min20b9.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:33	3896/3896	---M--	200	added ('OK')	text/css	etag:%22f38-612ce26e73ba3%22	https://www.kalamacademy.org/wp-content/themes/hestia/assets/css/font-sizes.min.css?ver=3.1.4	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/themes/hestia/assets/css/font-sizes.minaeb9.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:33	112913/112913	---MC-	200	added ('OK')	application/rss+xml	etag:%22892e2f99b122ebe9d7b36033871d6735%22	https://www.kalamacademy.org/feed/	D:/college-project/kalamClone/www.kalamacademy.org/feed/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:33	2900/2900	---M--	200	added ('OK')	application/rss+xml	etag:%22892e2f99b122ebe9d7b36033871d6735%22	https://www.kalamacademy.org/comments/feed/	D:/college-project/kalamClone/www.kalamacademy.org/comments/feed/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:33	20060/20060	---M--	200	added ('OK')	text/css	etag:%224e5c-63072cbad00c2%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf25c.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	110147/110147	---M--	200	added ('OK')	text/css	etag:%221ae43-610420ebfcb33%22	https://www.kalamacademy.org/wp-includes/css/dist/block-library/style.min.css?ver=6.4.5	D:/college-project/kalamClone/www.kalamacademy.org/wp-includes/css/dist/block-library/style.min75e4.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	146149/146149	---M--	200	added ('OK')	text/css	etag:%2223ae5-612ce26f3e7b0%22	https://www.kalamacademy.org/wp-content/themes/hestia/style.min.css?ver=3.1.4	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/themes/hestia/style.minaeb9.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	53269/53269	---M--	200	added ('OK')	text/css	etag:%22d015-63072cb9c8616%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/frontend.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	1843/1843	---M--	200	added ('OK')	text/css	etag:%22733-6392b4b79aafb%22	https://www.kalamacademy.org/wp-content/uploads/elementor/css/post-1314.css?ver=1751707972	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/elementor/css/post-1314e9ed.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	2917/2917	---M--	200	added ('OK')	text/css	etag:%22b65-612ce26e76696%22	https://www.kalamacademy.org/wp-content/themes/hestia/assets/css/page-builder-style.css?ver=3.1.4	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/themes/hestia/assets/css/page-builder-styleaeb9.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:34	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-63072cbad8e0f%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:35	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-63072cbadd088%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:35	704/704	---M--	200	added ('OK')	text/css	etag:%222c0-63072cb9fb2ba%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-text-editor.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:35	600/600	---M--	200	added ('OK')	text/css	etag:%22258-63072cb9ef3a3%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-heading.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:35	1283/1283	---M--	200	added ('OK')	text/css	etag:%22503-63072cb9fc6ad%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-video.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:36	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-63072cbaf651d%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:36	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-63072cb9c1764%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:36	2459/2459	---M--	200	added ('OK')	text/css	etag:%2299b-63072cb9f1ab4%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-image-gallery.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:36	10071/10071	---M--	200	added ('OK')	text/css	etag:%222757-63072cb9efb3a%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/css/widget-icon-box.min7871.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:36	6417/6417	---M--	200	added ('OK')	text/css	etag:%221911-63930793581ee%22	https://www.kalamacademy.org/wp-content/uploads/elementor/css/post-4027.css?ver=1751730215	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/elementor/css/post-402715ea.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:37	30347/30347	---M--	200	added ('OK')	text/css	etag:%22768b-63a5518b1b6fd%22	https://www.kalamacademy.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.5.5	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivea25a.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:37	7418/7418	---M--	200	added ('OK')	text/css	etag:%221cfa-63a5518e2210f%22	https://www.kalamacademy.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.2.0	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min10df.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:38	461982/461982	---M--	200	added ('OK')	text/css	etag:%2270c9e-63a5518b1ca3a%22	https://www.kalamacademy.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.5.5	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesa25a.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:38	27324/27324	---M--	200	added ('OK')	text/css	etag:%226abc-63a55191f78ea%22	https://www.kalamacademy.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.18.1	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min110d.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:38	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-63072cbada55b%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:38	14235/14235	---M--	200	added ('OK')	text/css	etag:%22379b-63a5519598853%22	https://www.kalamacademy.org/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1027	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.mine356.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	412976/412976	---M--	200	added ('OK')	text/css	etag:%2264d30-63a5519596c0d%22	https://www.kalamacademy.org/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1027	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/royal-elementor-addons/assets/css/frontend.mine356.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	58071/58071	---M--	200	added ('OK')	text/css	etag:%22e2d7-63072cbadac87%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-63072cbad95b9%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-60bf9b3c67227%22	https://www.kalamacademy.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/college-project/kalamClone/www.kalamacademy.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-605dcdc96d2e9%22	https://www.kalamacademy.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/college-project/kalamClone/www.kalamacademy.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:39	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-63072cbae4955%22	https://www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.27.7	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min7871.js	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:40	22305/22305	---M--	200	added ('OK')	text/javascript	etag:%225721-63a5519222708%22	https://www.kalamacademy.org/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min.js?ver=3.1.6	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min005e.js	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:41	127337/127337	---MC-	200	added ('OK')	application/json	date:Sat,%2002%20Aug%202025%2018:19:39%20GMT	https://www.kalamacademy.org/wp-json/wp/v2/pages/4027	D:/college-project/kalamClone/www.kalamacademy.org/wp-json/wp/v2/pages/4027.json	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:41	835/835	---M--	200	added ('OK')	text/xml	date:Sat,%2002%20Aug%202025%2018:19:40%20GMT	https://www.kalamacademy.org/xmlrpc.php?rsd	D:/college-project/kalamClone/www.kalamacademy.org/xmlrpc0db0.php	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:41	39972/39972	---M-Z	200	added ('OK')	text/html	etag:%229c24-6349d15d20943-gzip%22	https://www.kalamacademy.org/?p=4027	D:/college-project/kalamClone/www.kalamacademy.org/index7513.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:42	241113/241113	---MC-	200	added ('OK')	application/json	date:Sat,%2002%20Aug%202025%2018:19:39%20GMT	https://www.kalamacademy.org/wp-json/	D:/college-project/kalamClone/www.kalamacademy.org/wp-json/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:42	2688/2688	---M--	200	added ('OK')	application/json	date:Sat,%2002%20Aug%202025%2018:19:40%20GMT	https://www.kalamacademy.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.kalamacademy.org%2Franchi-creators-meet-1-0%2F	D:/college-project/kalamClone/www.kalamacademy.org/wp-json/oembed/1.0/embed37da.json	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:43	2860/2860	---M--	200	added ('OK')	text/xml	date:Sat,%2002%20Aug%202025%2018:19:42%20GMT	https://www.kalamacademy.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.kalamacademy.org%2Franchi-creators-meet-1-0%2F&format=xml	D:/college-project/kalamClone/www.kalamacademy.org/wp-json/oembed/1.0/embeda494	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:43	1182/1182	---M--	200	added ('OK')	image/png	etag:%2249e-6215a32728997%22	https://www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-32x32.png	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-32x32.png	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:43	12195/12195	---M--	200	added ('OK')	image/png	etag:%222fa3-6215a3272435d%22	https://www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-192x192.png	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-192x192.png	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:43	11139/11139	---M--	200	added ('OK')	image/png	etag:%222b83-6215a327279fd%22	https://www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-180x180.png	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2024/09/cropped-Untitled-design-180x180.png	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:43	10864/10864	---M--	200	added ('OK')	image/png	etag:%222a70-5b179514b3402%22	https://www.kalamacademy.org/wp-content/uploads/2020/10/cropped-KA-1.png	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2020/10/cropped-KA-1.png	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:44	84852/84852	---M--	200	added ('OK')	image/jpeg	etag:%2214b74-5d456cdbfa8fd%22	https://www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-1.jpg	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-1.jpg	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Aug%202025%2018:19:43%20GMT	https://www.kalamacademy.org/php-training-web-design-development-course-in-ranchi/	D:/college-project/kalamClone/www.kalamacademy.org/php-training-web-design-development-course-in-ranchi/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Aug%202025%2018:19:43%20GMT	https://www.kalamacademy.org/digital-services-in-ranchi/	D:/college-project/kalamClone/www.kalamacademy.org/digital-services-in-ranchi/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:44	69444/69444	---M--	200	added ('OK')	image/jpeg	etag:%2210f44-5d456cdcf8f41%22	https://www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-2.jpg	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-2.jpg	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Aug%202025%2018:19:44%20GMT	https://www.kalamacademy.org/online-grocery-business/	D:/college-project/kalamClone/www.kalamacademy.org/online-grocery-business/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:45	32682/32682	---M--	200	added ('OK')	image/jpeg	etag:%227faa-5d456cdd07d83%22	https://www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-2-500x313.jpg	D:/college-project/kalamClone/www.kalamacademy.org/wp-content/uploads/2021/12/Ranchi-Creators-Meet-Photos-2-500x313.jpg	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
23:49:45	167593/167593	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Aug%202025%2018:19:44%20GMT	https://www.kalamacademy.org/start-online-doorstep-service-business/	D:/college-project/kalamClone/www.kalamacademy.org/start-online-doorstep-service-business/index.html	(from https://www.kalamacademy.org/ranchi-creators-meet-1-0/)
